数据源	文本序号	文本	Opinion 列表	Opinion：ACOS列表
laptop_quad_train	2574.0	big screen !	0,1; 	0,1:[1,2 DISPLAY#DESIGN_FEATURES 2 0,1]; 
laptop_quad_train	2575.0	sound sort of sucks but i don ' t use it for music .	3,4; 	3,4:[0,1 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 3,4]; 
laptop_quad_train	2576.0	android aspect is no longer ` ` beta , ` ` and gotten / still getting better .	16,17; 	16,17:[0,1 SOFTWARE#GENERAL 2 16,17]; 
laptop_quad_train	2577.0	the keyboard and display quality have always been asus strengths in my experience .	9,10; 	9,10:[3,4 DISPLAY#QUALITY 2 9,10]; 
laptop_quad_train	2578.0	the touchpad is not the best , but it is not that terrible either .	3,6; 10,13; 	3,6:[1,2 KEYBOARD#GENERAL 1 3,6]; 10,13:[1,2 KEYBOARD#GENERAL 1 10,13]; 
laptop_quad_train	2579.0	i am not fond of touchpads anyway , so probably not the best one to judge them .	2,5; 	2,5:[5,6 KEYBOARD#GENERAL 0 2,5]; 
laptop_quad_train	2580.0	but as it stands still makes a great mobile device with excellent battery life to boot .	7,8; 11,12; 	7,8:[8,10 LAPTOP#GENERAL 2 7,8]; 11,12:[12,14 BATTERY#GENERAL 2 11,12]; 
laptop_quad_train	2581.0	this chromebook is great system that is lightweight , has excellent battery life , and offers a fantastic keyboard .	3,4; 7,8; 10,11; 17,18; 	3,4:[1,2 LAPTOP#GENERAL 2 3,4, 4,5 LAPTOP#GENERAL 2 3,4]; 7,8:[1,2 LAPTOP#DESIGN_FEATURES 2 7,8, 4,5 LAPTOP#DESIGN_FEATURES 2 7,8]; 10,11:[11,13 BATTERY#GENERAL 2 10,11]; 17,18:[18,19 KEYBOARD#GENERAL 2 17,18]; 
laptop_quad_train	2582.0	i have not fiddled around much with the touchscreen yet , but it seems very responsive .	15,16; 	15,16:[8,9 DISPLAY#OPERATION_PERFORMANCE 2 15,16]; 
laptop_quad_train	2583.0	sleek , great keyboard , convertible laptop with great battery life , nice display and android app support after running a system update .	0,1; 8,9; 5,6; -1,-1; 12,13; 	0,1:[3,4 KEYBOARD#DESIGN_FEATURES 2 0,1]; 8,9:[3,4 KEYBOARD#DESIGN_FEATURES 2 8,9]; 5,6:[6,7 LAPTOP#DESIGN_FEATURES 2 5,6]; -1,-1:[9,11 BATTERY#GENERAL 2 -1,-1, 15,18 SUPPORT#GENERAL 2 -1,-1]; 12,13:[13,14 DISPLAY#GENERAL 2 12,13]; 
laptop_quad_train	2584.0	oh , and this charges fast .	5,6; 	5,6:[-1,-1 POWER_SUPPLY#OPERATION_PERFORMANCE 2 5,6]; 
laptop_quad_train	2585.0	one of the things that drew me to the c302 was the convertible form - factor .	12,13; 	12,13:[9,10 LAPTOP#DESIGN_FEATURES 2 12,13]; 
laptop_quad_train	2586.0	this puppy starts up quickly and has done everything i ' ve asked it to .	4,5; 	4,5:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 4,5, 2,4 LAPTOP#OPERATION_PERFORMANCE 2 4,5]; 
laptop_quad_train	2587.0	it ' s very crisp and responsive .	4,5; 6,7; 	4,5:[-1,-1 KEYBOARD#OPERATION_PERFORMANCE 2 4,5]; 6,7:[-1,-1 KEYBOARD#OPERATION_PERFORMANCE 2 6,7]; 
laptop_quad_train	2588.0	the speakers are surprisingly decent .	4,5; 	4,5:[1,2 MULTIMEDIA_DEVICES#GENERAL 2 4,5]; 
laptop_quad_train	2589.0	the 100gb google drive offer is great , too .	6,7; 	6,7:[1,5 SOFTWARE#GENERAL 2 6,7]; 
laptop_quad_train	2590.0	i ' m more about personality than looks , but this little thing is a looker , too .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#DESIGN_FEATURES 2 -1,-1]; 
laptop_quad_train	2591.0	its fast , battery lasts for many hours , all the apps work well , the wifi on this is great , and the screen resolution is really great .	1,2; -1,-1; 13,14; 28,29; 	1,2:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 1,2]; -1,-1:[3,4 BATTERY#OPERATION_PERFORMANCE 2 -1,-1, 24,26 DISPLAY#DESIGN_FEATURES 2 -1,-1]; 13,14:[11,12 SOFTWARE#OPERATION_PERFORMANCE 2 13,14]; 28,29:[16,17 LAPTOP#CONNECTIVITY 2 28,29]; 
laptop_quad_train	2592.0	for the battery , i ' ve used it to watch espn for over four hours and the battery indicator it still had 5 hours of battery left .	-1,-1; 	-1,-1:[2,3 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	2593.0	nice back lit keyboard , i like the screen , but in the end , it is the software that counts .	0,1; 6,7; 20,21; 	0,1:[1,4 KEYBOARD#GENERAL 2 0,1]; 6,7:[8,9 DISPLAY#GENERAL 2 6,7]; 20,21:[18,19 SOFTWARE#GENERAL 2 20,21]; 
laptop_quad_train	2594.0	i ' m a decent size ( 5 ' 11 ` ` 230lb ) with stubby fingers and proportionate hands .	4,5; 	4,5:[5,6 LAPTOP#DESIGN_FEATURES 2 4,5]; 
laptop_quad_train	2595.0	the 302 would be just about the perfect chromebook if it had smaller bezels , though .	7,8; -1,-1; 	7,8:[1,2 LAPTOP#DESIGN_FEATURES 2 7,8, 8,9 LAPTOP#DESIGN_FEATURES 2 7,8]; -1,-1:[13,14 LAPTOP#DESIGN_FEATURES 0 -1,-1]; 
laptop_quad_train	2596.0	it ' s an easy one for me : the 302 offers a better experience overall and it ' s not close .	4,5; 13,14; 	4,5:[10,11 LAPTOP#QUALITY 2 4,5]; 13,14:[10,11 LAPTOP#QUALITY 2 13,14]; 
laptop_quad_train	2597.0	love the feel and quality of this chromebook .	0,1; 	0,1:[7,8 LAPTOP#QUALITY 2 0,1]; 
laptop_quad_train	2598.0	it runs android apps with power and quality .	4,8; 	4,8:[2,4 SOFTWARE#OPERATION_PERFORMANCE 2 4,8]; 
laptop_quad_train	2599.0	touch screen is really responsive .	4,5; 	4,5:[0,2 DISPLAY#OPERATION_PERFORMANCE 2 4,5]; 
laptop_quad_train	2600.0	screen looks great .	2,3; 	2,3:[0,1 DISPLAY#DESIGN_FEATURES 2 2,3, 0,1 DISPLAY#DESIGN_FEATURES 2 2,3]; 
laptop_quad_train	2601.0	keyboard feels good .	2,3; 	2,3:[0,1 KEYBOARD#QUALITY 2 2,3]; 
laptop_quad_train	2602.0	usb - c connectors on both sides can both charge , making the power cord location an option .	-1,-1; 	-1,-1:[0,4 PORTS#DESIGN_FEATURES 2 -1,-1]; 
laptop_quad_train	2603.0	edges of sides can be a little sharp .	-1,-1; 	-1,-1:[0,1 LAPTOP#DESIGN_FEATURES 1 -1,-1]; 
laptop_quad_train	2604.0	the keypad is really nice and i like the back light on it although i didn ' t think it was anything i really wanted .	4,5; 7,8; 	4,5:[1,2 KEYBOARD#GENERAL 2 4,5]; 7,8:[9,11 KEYBOARD#GENERAL 2 7,8]; 
laptop_quad_train	2605.0	the color of everything is so very much brighter and clearer it makes the extra cost is worth more for just that .	8,9; 10,11; 17,18; 	8,9:[1,2 LAPTOP#DESIGN_FEATURES 2 8,9]; 10,11:[1,2 LAPTOP#DESIGN_FEATURES 2 10,11]; 17,18:[1,2 LAPTOP#DESIGN_FEATURES 2 17,18]; 
laptop_quad_train	2606.0	the whole thing seems very sturdy but not stiff .	5,6; 7,9; 	5,6:[-1,-1 LAPTOP#DESIGN_FEATURES 2 5,6]; 7,9:[-1,-1 LAPTOP#DESIGN_FEATURES 2 7,9]; 
laptop_quad_train	2607.0	movies look good and the sound is great .	7,8; 	7,8:[5,6 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 2 7,8]; 
laptop_quad_train	2608.0	everything works fast and smooth .	2,3; 4,5; 	2,3:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; 4,5:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 4,5]; 
laptop_quad_train	2609.0	the asus is powerful enough to stream video , i watch tv on it , do all my google trainer work with it , and all my daily work too .	3,4; 	3,4:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_train	2610.0	the fact that i can flip it into tablet is cool , the audio is decent , i love the feel of the keyboard , i didn ' t think touch screen was a big deal , but i use it all the time now with joy , ya .	10,11; 18,19; 46,47; 	10,11:[8,9 LAPTOP#DESIGN_FEATURES 2 10,11]; 18,19:[23,24 KEYBOARD#GENERAL 2 18,19]; 46,47:[30,32 DISPLAY#GENERAL 2 46,47]; 
laptop_quad_train	2611.0	i did my research and found a combination of features i wanted : quality screen , faster processor , google play store compatibility , quality keyboard with a solid feel and the option to use as a tablet .	24,25; 16,17; 22,23; -1,-1; 28,29; 	24,25:[14,15 DISPLAY#QUALITY 2 24,25]; 16,17:[17,18 CPU#OPERATION_PERFORMANCE 2 16,17]; 22,23:[19,22 SOFTWARE#OPERATION_PERFORMANCE 2 22,23]; -1,-1:[25,26 KEYBOARD#QUALITY 2 -1,-1, -1,-1 LAPTOP#USABILITY 2 -1,-1]; 28,29:[25,26 KEYBOARD#QUALITY 2 28,29]; 
laptop_quad_train	2612.0	i will admit that i needed to get used to a combination of keystrokes and screen touches , but the touch screen is both sensitive and accurate .	-1,-1; 24,25; 26,27; 	-1,-1:[13,14 KEYBOARD#USABILITY 0 -1,-1, 15,17 KEYBOARD#USABILITY 0 -1,-1]; 24,25:[20,22 DISPLAY#USABILITY 2 24,25]; 26,27:[20,22 DISPLAY#USABILITY 2 26,27]; 
laptop_quad_train	2613.0	asus has definitely broadened the flexibility and usefulness of this niche .	-1,-1; 	-1,-1:[0,1 COMPANY#GENERAL 2 -1,-1]; 
laptop_quad_train	2614.0	great product !	0,1; 	0,1:[1,2 LAPTOP#GENERAL 2 0,1]; 
laptop_quad_train	2615.0	the asus chromebook flip 302 fit the bill .	-1,-1; 	-1,-1:[1,5 LAPTOP#DESIGN_FEATURES 2 -1,-1]; 
laptop_quad_train	2616.0	i ' ve been using it for almost three weeks now and it has not let me down .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	2617.0	this has been an upgrade from me as the 4 gb of memory has made a difference in many ways , but most of all with long documents .	-1,-1; 	-1,-1:[9,13 MEMORY#QUALITY 2 -1,-1]; 
laptop_quad_train	2618.0	it ' s performance is quite zippy and the screen is very sharp and bright .	6,7; 12,13; 14,15; 	6,7:[3,4 LAPTOP#OPERATION_PERFORMANCE 2 6,7]; 12,13:[9,10 DISPLAY#DESIGN_FEATURES 2 12,13]; 14,15:[9,10 DISPLAY#DESIGN_FEATURES 2 14,15]; 
laptop_quad_train	2619.0	workmanship is top notch .	2,4; 	2,4:[0,1 LAPTOP#QUALITY 2 2,4]; 
laptop_quad_train	2620.0	bought this because of the touch screen and specs capable of running android ( and it ' s a supported model ) .	9,10; 	9,10:[8,9 LAPTOP#DESIGN_FEATURES 2 9,10]; 
laptop_quad_train	2621.0	a little disappointed with the android experience .	2,3; 	2,3:[5,7 SOFTWARE#OPERATION_PERFORMANCE 0 2,3]; 
laptop_quad_train	2622.0	as a chrome book it is excellent , but android support is unsatisfying .	6,7; 12,13; 	6,7:[2,4 LAPTOP#GENERAL 2 6,7]; 12,13:[9,11 SOFTWARE#GENERAL 0 12,13]; 
laptop_quad_train	2623.0	this chromebook is awesome .	3,4; 	3,4:[1,2 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_train	2624.0	i have a lot of asus products and am happy with their service and quality of product , and this is no exception .	9,10; 	9,10:[5,7 LAPTOP#QUALITY 2 9,10, 5,7 LAPTOP#QUALITY 2 9,10]; 
laptop_quad_train	2625.0	the tablet here works well .	4,5; 	4,5:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 4,5]; 
laptop_quad_train	2626.0	the touchscreen works well , the apps generally work , the performance is good .	3,4; 13,14; 	3,4:[1,2 DISPLAY#OPERATION_PERFORMANCE 2 3,4]; 13,14:[6,7 SOFTWARE#OPERATION_PERFORMANCE 2 13,14]; 
laptop_quad_train	2627.0	screen resolution is good .	3,4; 	3,4:[0,2 DISPLAY#DESIGN_FEATURES 2 3,4]; 
laptop_quad_train	2628.0	the mousepad is functional but really doesnt get in the way .	3,4; 	3,4:[1,2 KEYBOARD#OPERATION_PERFORMANCE 1 3,4]; 
laptop_quad_train	2629.0	basically , it is great for work and media as long as you dont need other proprietary programs to do your work .	4,5; 	4,5:[-1,-1 SOFTWARE#OPERATION_PERFORMANCE 2 4,5]; 
laptop_quad_train	2630.0	i absolutely love this chromebook .	2,3; 	2,3:[4,5 LAPTOP#GENERAL 2 2,3]; 
laptop_quad_train	2631.0	looks great .	1,2; 	1,2:[-1,-1 LAPTOP#DESIGN_FEATURES 2 1,2]; 
laptop_quad_train	2632.0	very portable .	1,2; 	1,2:[-1,-1 LAPTOP#PORTABILITY 2 1,2]; 
laptop_quad_train	2633.0	only problem i have had , which was from the moment i started using it is the audio .	-1,-1; 	-1,-1:[17,18 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_train	2634.0	first the volume does not get very loud .	-1,-1; 	-1,-1:[2,3 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 -1,-1]; 
laptop_quad_train	2635.0	i ' ve had this for about 3 weeks , and i ' m loving it .	14,15; 	14,15:[-1,-1 LAPTOP#GENERAL 2 14,15]; 
laptop_quad_train	2636.0	the screen is a little smaller , but it ' s touch and even higher resolution .	5,6; 11,12; 14,15; 	5,6:[1,2 DISPLAY#DESIGN_FEATURES 1 5,6]; 11,12:[1,2 DISPLAY#DESIGN_FEATURES 2 11,12]; 14,15:[1,2 DISPLAY#DESIGN_FEATURES 2 14,15]; 
laptop_quad_train	2637.0	the keyboard is great , and it ' s backlit !	3,4; 	3,4:[1,2 KEYBOARD#GENERAL 2 3,4, 9,10 KEYBOARD#GENERAL 2 3,4]; 
laptop_quad_train	2638.0	the build quality is fantastic .	4,5; 	4,5:[1,3 LAPTOP#QUALITY 2 4,5]; 
laptop_quad_train	2639.0	it starts up fast .	3,4; 	3,4:[1,3 OS#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_train	2640.0	the second issue i have with this machine so far is that if you have several gmail accounts , it gets really confusing to find your files , where they go , where they were saved .	22,23; 	22,23:[7,8 LAPTOP#DESIGN_FEATURES 0 22,23, 16,18 SOFTWARE#DESIGN_FEATURES 0 22,23]; 
laptop_quad_train	2641.0	and since i do a lot of photos for work , the google environment makes inserting photos into docs a breeze .	-1,-1; 	-1,-1:[12,14 SOFTWARE#USABILITY 2 -1,-1]; 
laptop_quad_train	2642.0	for the price , 5 stars .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#PRICE 2 -1,-1]; 
laptop_quad_train	2643.0	very impressive design .	1,2; 	1,2:[2,3 LAPTOP#DESIGN_FEATURES 2 1,2]; 
laptop_quad_train	2644.0	nice build quality , very fast and beautiful display .	0,1; 5,6; 7,8; 	0,1:[1,3 LAPTOP#QUALITY 2 0,1]; 5,6:[8,9 DISPLAY#GENERAL 2 5,6]; 7,8:[8,9 DISPLAY#GENERAL 2 7,8]; 
laptop_quad_train	2645.0	i work with an it company and we ' re testing an all android environment and it ' s working out pretty well so far .	22,23; 	22,23:[13,15 SOFTWARE#OPERATION_PERFORMANCE 2 22,23]; 
laptop_quad_train	2646.0	it stays very cool to the touch and the performance has really been amazing .	3,4; 13,14; 	3,4:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 13,14:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 13,14]; 
laptop_quad_train	2647.0	i ' m very very happy with this fast lightweight convertible chromebook and my search has concluded .	5,6; 8,9; 9,10; 10,11; 	5,6:[11,12 LAPTOP#OPERATION_PERFORMANCE 2 5,6]; 8,9:[11,12 LAPTOP#OPERATION_PERFORMANCE 2 8,9]; 9,10:[11,12 LAPTOP#DESIGN_FEATURES 2 9,10]; 10,11:[11,12 LAPTOP#DESIGN_FEATURES 2 10,11]; 
laptop_quad_train	2648.0	has everything i was looking for , such as touch screen capability , tablet convertible , small bezel , lightweight and small footprint , * backlit * keyboard , not one but two * * usb - c * * ports , octane 2 .	-1,-1; 14,15; 21,22; 19,20; 	-1,-1:[9,12 KEYBOARD#GENERAL 2 -1,-1, 22,23 LAPTOP#DESIGN_FEATURES 2 -1,-1, 24,28 KEYBOARD#GENERAL 2 -1,-1, 33,41 PORTS#GENERAL 2 -1,-1]; 14,15:[13,14 LAPTOP#DESIGN_FEATURES 2 14,15]; 21,22:[17,18 LAPTOP#DESIGN_FEATURES 2 21,22]; 19,20:[22,23 LAPTOP#DESIGN_FEATURES 2 19,20]; 
laptop_quad_train	2649.0	i love chromebooks and have been using them before they were available to the public .	1,2; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; 
laptop_quad_train	2650.0	the asus chromebook flip is the best one i have owned .	6,7; 	6,7:[1,4 LAPTOP#GENERAL 2 6,7]; 
laptop_quad_train	2651.0	it has a quality construction making it feel like a much more expensive laptop and the performance is perfect for those who use a chromebook for everyday computing and entertainment .	18,19; 	18,19:[16,17 LAPTOP#OPERATION_PERFORMANCE 2 18,19]; 
laptop_quad_train	2652.0	it doubles as an android tablet and so far the experience with running android apps has been good .	17,18; 	17,18:[13,15 SOFTWARE#OPERATION_PERFORMANCE 2 17,18]; 
laptop_quad_train	2653.0	battery life is right at 10 hours as advertised and the keyboard feels great when typing out emails .	-1,-1; 13,14; 	-1,-1:[0,2 BATTERY#OPERATION_PERFORMANCE 2 -1,-1]; 13,14:[11,12 KEYBOARD#OPERATION_PERFORMANCE 2 13,14]; 
laptop_quad_train	2654.0	if you are looking for a quality chromebook with the most important features for everyday use , the asus flip is a fantastic choice .	6,7; 22,23; 	6,7:[7,8 LAPTOP#GENERAL 2 6,7]; 22,23:[18,20 LAPTOP#GENERAL 2 22,23]; 
laptop_quad_train	2655.0	the only thing i think that could be better is the volume of the speakers .	6,9; 	6,9:[14,15 MULTIMEDIA_DEVICES#GENERAL 0 6,9]; 
laptop_quad_train	2656.0	i just love my asus chromebook , i take it everywhere .	2,3; 	2,3:[4,6 LAPTOP#GENERAL 2 2,3]; 
laptop_quad_train	2657.0	if you ' re looking for a good chromebook , this is the one for you .	7,8; 	7,8:[8,9 LAPTOP#GENERAL 2 7,8]; 
laptop_quad_train	2658.0	a fantastic product , with an aluminum frame , touchscreen , and high definition ; high resolution screen ; you can ' t beat this .	1,2; -1,-1; 15,16; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; -1,-1:[9,10 LAPTOP#GENERAL 1 -1,-1, 9,10 DISPLAY#GENERAL 2 -1,-1]; 15,16:[13,14 DISPLAY#GENERAL 2 15,16]; 
laptop_quad_train	2659.0	the m3 is great , never slow or laggy .	3,4; 5,9; 	3,4:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 5,9:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 5,9]; 
laptop_quad_train	2660.0	i mainly download movies over the netflix app and watch movies on the airplane and internet browsing in hotel rooms .	-1,-1; 	-1,-1:[6,8 SOFTWARE#GENERAL 1 -1,-1]; 
laptop_quad_train	2661.0	the chromebook loads everything lightning fast and provides a simple user experience that gets you where you need to go quickly and efficiently .	5,6; 20,21; 22,23; 	5,6:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 5,6]; 20,21:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 20,21]; 22,23:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 22,23]; 
laptop_quad_train	2662.0	the computer itself is sturdy and feels well - made , though the keyboard is a bit smaller than i ' m used to .	4,5; 7,10; 17,18; 	4,5:[1,2 LAPTOP#DESIGN_FEATURES 2 4,5]; 7,10:[1,2 LAPTOP#DESIGN_FEATURES 2 7,10]; 17,18:[13,14 KEYBOARD#DESIGN_FEATURES 0 17,18]; 
laptop_quad_train	2663.0	this keyboard was perfect - not cramped and highly responsive .	3,4; 5,7; 9,10; 	3,4:[1,2 KEYBOARD#OPERATION_PERFORMANCE 2 3,4]; 5,7:[1,2 KEYBOARD#OPERATION_PERFORMANCE 2 5,7]; 9,10:[1,2 KEYBOARD#OPERATION_PERFORMANCE 2 9,10]; 
laptop_quad_train	2664.0	the pricing was too good to pass up and i ' ve really been pleased with the product .	4,5; 14,15; 	4,5:[17,18 LAPTOP#PRICE 2 4,5]; 14,15:[17,18 LAPTOP#GENERAL 2 14,15]; 
laptop_quad_train	2665.0	i plan to take it with me when working as i have gotten approximately 8 - 9 hrs of battery time usage so far .	-1,-1; 	-1,-1:[19,22 BATTERY#OPERATION_PERFORMANCE 1 -1,-1]; 
laptop_quad_train	2666.0	this is my first chromebook so i am still learning the ins and outside but am very impressed with the whole package .	17,18; 	17,18:[4,5 LAPTOP#DESIGN_FEATURES 2 17,18]; 
laptop_quad_train	2667.0	there is nothing i can ' t do on this amazing thing .	10,11; 	10,11:[-1,-1 LAPTOP#GENERAL 2 10,11]; 
laptop_quad_train	2668.0	battery life is good .	3,4; 	3,4:[0,2 BATTERY#GENERAL 2 3,4]; 
laptop_quad_train	2669.0	touch pad is a + + .	3,5; 	3,5:[0,2 KEYBOARD#GENERAL 2 3,5]; 
laptop_quad_train	2670.0	sound is .	-1,-1; 	-1,-1:[0,1 MULTIMEDIA_DEVICES#GENERAL 1 -1,-1]; 
laptop_quad_train	2671.0	it ' s lightweight , sleek , and sexy as hell .	3,4; 5,6; 8,9; 	3,4:[-1,-1 LAPTOP#DESIGN_FEATURES 2 3,4]; 5,6:[-1,-1 LAPTOP#DESIGN_FEATURES 2 5,6]; 8,9:[-1,-1 LAPTOP#DESIGN_FEATURES 2 8,9]; 
laptop_quad_train	2672.0	keyboard is the best laptop keyboard i have ever used .	3,4; 	3,4:[-1,-1 KEYBOARD#USABILITY 2 3,4, 4,6 KEYBOARD#USABILITY 2 3,4]; 
laptop_quad_train	2673.0	i did a massive amount of research and found that the asus chromebook flip c302ca with 64 gigs was exactly what i wanted .	-1,-1; 	-1,-1:[11,15 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	2674.0	this chromebook not only meets those requirements it has exceeded my expectations .	-1,-1; 	-1,-1:[1,2 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	2675.0	the intel i3 processor simply flys .	5,6; 	5,6:[1,4 CPU#OPERATION_PERFORMANCE 2 5,6]; 
laptop_quad_train	2676.0	the machine is incredibly responsive .	3,4; 4,5; 	3,4:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 4,5:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 4,5]; 
laptop_quad_train	2677.0	i see absolutely no lag on videos or streaming content .	-1,-1; 	-1,-1:[6,7 SOFTWARE#OPERATION_PERFORMANCE 2 -1,-1, 8,10 SOFTWARE#OPERATION_PERFORMANCE 2 -1,-1]; 
laptop_quad_train	2678.0	the track pad , which i don ' t use , is also highly responsive .	14,15; 	14,15:[1,3 KEYBOARD#OPERATION_PERFORMANCE 2 14,15]; 
laptop_quad_train	2679.0	the fact that it flips to become a tablet style unit , the great build quality ( all aluminum chassis , top and sides ) , etc .	13,14; 	13,14:[14,16 LAPTOP#QUALITY 2 13,14]; 
laptop_quad_train	2680.0	i ' ve used this daily for nearly eight months and have been very happy with .	14,15; 	14,15:[-1,-1 LAPTOP#GENERAL 2 14,15]; 
laptop_quad_train	2681.0	the screen is bright and beautiful .	3,4; 5,6; 	3,4:[1,2 DISPLAY#DESIGN_FEATURES 2 3,4]; 5,6:[1,2 DISPLAY#DESIGN_FEATURES 2 5,6]; 
laptop_quad_train	2682.0	the overall device is slim and lightweight .	4,5; 6,7; 	4,5:[2,3 LAPTOP#DESIGN_FEATURES 2 4,5]; 6,7:[2,3 LAPTOP#DESIGN_FEATURES 2 6,7]; 
laptop_quad_train	2683.0	in practice , the device is heavier than is comfortable for this .	6,7; 7,10; 	6,7:[4,5 LAPTOP#USABILITY 0 6,7]; 7,10:[4,5 LAPTOP#USABILITY 0 7,10]; 
laptop_quad_train	2684.0	battery life is fantastic giving me over 8 hours easily with moderate usage .	3,4; 	3,4:[0,2 BATTERY#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_train	2685.0	i knocked off a star for build quality control .	-1,-1; 	-1,-1:[6,9 LAPTOP#QUALITY 0 -1,-1]; 
laptop_quad_train	2686.0	the keyboard is great and the mouse hasn ' t given me the issues my old laptop gave me .	-1,-1; 	-1,-1:[6,7 MOUSE#GENERAL 2 -1,-1]; 
laptop_quad_train	2687.0	the screen is plenty big and the visual very nice .	4,5; 9,10; 	4,5:[1,2 DISPLAY#DESIGN_FEATURES 2 4,5]; 9,10:[1,2 DISPLAY#QUALITY 2 9,10]; 
laptop_quad_train	2688.0	the backlit keyboard is very nice and only comes on in low light .	5,6; 	5,6:[1,3 KEYBOARD#GENERAL 2 5,6]; 
laptop_quad_train	2689.0	this chromebook is fast .	3,4; 	3,4:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_train	2690.0	the display is clear .	3,4; 	3,4:[1,2 DISPLAY#OPERATION_PERFORMANCE 2 3,4]; 
laptop_quad_train	2691.0	if this guy is in your price range - just buy it and get it over with .	-1,-1; 	-1,-1:[2,3 LAPTOP#GENERAL 2 -1,-1]; 
laptop_quad_train	2692.0	it is remarkably fast on chrome os and the screen is very clear ( but glossy ) .	3,4; 12,13; 15,16; 	3,4:[5,7 OS#OPERATION_PERFORMANCE 2 3,4]; 12,13:[9,10 DISPLAY#QUALITY 2 12,13]; 15,16:[9,10 DISPLAY#QUALITY 2 15,16]; 
laptop_quad_train	2693.0	battery life appears to be pretty good too .	6,7; 	6,7:[0,2 BATTERY#GENERAL 2 6,7]; 
laptop_quad_train	2694.0	chrome has come a long way to be sure and in its optimized avatar on this system its very snappy .	19,20; 	19,20:[0,1 SOFTWARE#OPERATION_PERFORMANCE 2 19,20]; 
laptop_quad_train	2695.0	the keyboard is also very comfortable to type on .	5,6; 	5,6:[1,2 KEYBOARD#USABILITY 2 5,6]; 
laptop_quad_train	2696.0	the touchscreen functions very well , both in laptop and tablet mode , and the trackpad and keyboard are enjoyable to use .	4,5; 19,20; 	4,5:[1,2 KEYBOARD#OPERATION_PERFORMANCE 2 4,5]; 19,20:[15,16 KEYBOARD#USABILITY 2 19,20, 17,18 KEYBOARD#USABILITY 2 19,20]; 
laptop_quad_train	2697.0	i really like this chromebook .	2,3; 	2,3:[4,5 LAPTOP#GENERAL 2 2,3]; 
laptop_quad_train	2698.0	i have had my asus chromebook for several months and feel liberated from electronic hell .	11,12; 	11,12:[4,6 LAPTOP#GENERAL 2 11,12]; 
laptop_quad_train	2699.0	it is great quality .	2,3; 	2,3:[-1,-1 LAPTOP#QUALITY 2 2,3]; 
laptop_quad_train	2700.0	pro ' s : flip functions are great ; especially for watching movies or flipping through powerpoint or photos .	7,8; 	7,8:[4,6 HARDWARE#OPERATION_PERFORMANCE 2 7,8]; 
laptop_quad_train	2701.0	touch screen and zoom is great .	5,6; 	5,6:[0,2 HARDWARE#GENERAL 2 5,6, 3,4 HARDWARE#GENERAL 2 5,6]; 
laptop_quad_train	2702.0	my biggest gripe with this that makes me incredibly frustrated is that google hangouts is unreliable on this .	15,16; 9,10; 	15,16:[12,14 SOFTWARE#OPERATION_PERFORMANCE 0 15,16]; 9,10:[12,14 SOFTWARE#OPERATION_PERFORMANCE 0 9,10]; 
laptop_quad_train	2703.0	this is a great device if your main goal is to check email , surf the internet listen to music or watch videos .	3,4; 	3,4:[4,5 LAPTOP#GENERAL 2 3,4]; 
laptop_quad_train	2704.0	tapping it on either end is hit or miss .	-1,-1; 	-1,-1:[0,1 KEYBOARD#OPERATION_PERFORMANCE 0 -1,-1]; 
