数据源	文本序号	文本	Opinion 列表(人工)	Opinion：ACOS列表(人工)	MPQA
laptop_quad_test	375.0	so far all but 1 of the android apps that i have tried have functioned properly , but some are restricted in the size of window that will work properly .	29,30; 	29,30:[7,9 SOFTWARE#OPERATION_PERFORMANCE 2 29,30]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	376.0	laptop arrived dirty ( grimy screen and there was actual pet hair in the air vent ) .	2,3; 4,5; -1,-1; 	2,3:[0,1 LAPTOP#DESIGN_FEATURES 0 2,3]; 4,5:[5,6 DISPLAY#DESIGN_FEATURES 0 4,5]; -1,-1:[14,16 FANS&COOLING#GENERAL 0 -1,-1]; 	{ -1 2,3 0,1 ;}
laptop_quad_test	377.0	i had to look up keys to press to get into a start up mode to even set up the computer	-1,-1; 	-1,-1:[20,21 LAPTOP#USABILITY 0 -1,-1]; 	{ -1 -1,-1 17,19 ; -1 -1,-1 20,21 ;}
laptop_quad_test	378.0	i am not blaming the seller , i am blaming mac ' s os and its glitchy services .	2,4; -1,-1; 16,17; 	2,4:[5,6 SUPPORT#GENERAL 1 2,4]; -1,-1:[10,14 OS#OPERATION_PERFORMANCE 0 -1,-1]; 16,17:[17,18 SUPPORT#GENERAL 0 16,17]; 	{ -1 -1,-1 10,14 ; -1 -1,-1 17,18 ;}
laptop_quad_test	379.0	but currently i am happy with it , the battery is ok , and its very aesthetically pleasing .	4,5; 11,12; 16,17; 17,18; 	4,5:[-1,-1 LAPTOP#GENERAL 2 4,5]; 11,12:[9,10 BATTERY#GENERAL 2 11,12]; 16,17:[-1,-1 LAPTOP#DESIGN_FEATURES 2 16,17]; 17,18:[-1,-1 LAPTOP#DESIGN_FEATURES 2 17,18]; 	{ 1 4,5 9,10 ;}
laptop_quad_test	380.0	ordered a macbook pro 13inch 256gb from this seller and with the exception of the power button , the keyboard and the trackpad wasn ' t working .	-1,-1; 	-1,-1:[2,4 LAPTOP#GENERAL 0 -1,-1, 15,17 HARDWARE#GENERAL 1 -1,-1, 19,20 KEYBOARD#QUALITY 0 -1,-1, 22,23 HARDWARE#QUALITY 0 -1,-1]; 	{ -1 -1,-1 2,3 ;}
laptop_quad_test	381.0	the seller ' s description is that it was ` ` tested and fully functional ` ` and it wasn ' t .	-1,-1; 	-1,-1:[1,2 SUPPORT#GENERAL 0 -1,-1]; 	{ -1 -1,-1 1,5 ;}
laptop_quad_test	382.0	update : apparently the laptop sold to me was missing 5 screws on the inside that actually holds everything together .	-1,-1; 	-1,-1:[4,5 LAPTOP#QUALITY 0 -1,-1]; 	{ -1 -1,-1 0,1 ;}
laptop_quad_test	383.0	while yes , the charger does look great coming out of the box , plan on buying another shortly thereafter - and after , as long as your patience holds up .	7,8; 	7,8:[4,5 POWER_SUPPLY#DESIGN_FEATURES 2 7,8]; 	{ 1 7,8 4,5 ;}
laptop_quad_test	384.0	do not waste your time calling apple to see if there is anything they can do about it after 1 year ( unless of course you want to pay even more money on ' apple care ' ) .	-1,-1; 	-1,-1:[6,7 SUPPORT#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	385.0	as much as i love the computer , and tout macbook to all my friends , for me , it stops here and now .	4,5; 	4,5:[6,7 LAPTOP#GENERAL 2 4,5, 10,11 LAPTOP#GENERAL 2 4,5]; 	{ 1 -1,-1 6,7 ;}
laptop_quad_test	386.0	the anti - reflective coating will wear off and it isn ' t covered under apple ' s warranty .	-1,-1; 	-1,-1:[1,5 LAPTOP#QUALITY 0 -1,-1, 15,19 WARRANTY#GENERAL 1 -1,-1]; 	{ -1 -1,-1 4,5 ;}
laptop_quad_test	387.0	the macbook pro offers a very dependable machine that will muddle - through anything you throw at it without complaining .	6,7; 	6,7:[1,3 LAPTOP#OPERATION_PERFORMANCE 2 6,7]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	388.0	2 usb ports and 2 thunderbolt ports on a $ 4500nz laptop ?	-1,-1; 	-1,-1:[1,3 PORTS#GENERAL 0 -1,-1, 5,7 PORTS#GENERAL 0 -1,-1]; 	{ -1 -1,-1 6,7 ;}
laptop_quad_test	389.0	the ` ` ssd drive ` ` is not user replaceable .	-1,-1; 	-1,-1:[3,7 HARD_DISC#GENERAL 0 -1,-1]; 	{ -1 -1,-1 3,5 ;}
laptop_quad_test	390.0	the charger is defective and after 45 days of use the charger is shot .	3,4; 	3,4:[1,2 POWER_SUPPLY#QUALITY 0 3,4]; 	{ -1 3,4 1,2 ;}
laptop_quad_test	391.0	first impressions , excellent looking laptop and very light !	3,4; 	3,4:[5,6 LAPTOP#DESIGN_FEATURES 2 3,4]; 	{ 1 1,2 -1,-1 ;}
laptop_quad_test	392.0	i love the keyboard and the trackpad - i finally get it now why both of these have rave reviews .	1,2; 	1,2:[3,4 KEYBOARD#GENERAL 2 1,2, 6,7 KEYBOARD#GENERAL 2 1,2]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	393.0	the battery life is good - i get about 5 - 6 hours of non stop typing , with 3 browsers opened and wifi always on .	4,5; 	4,5:[1,3 BATTERY#GENERAL 2 4,5]; 	{ 1 4,5 1,3 ;}
laptop_quad_test	394.0	it ' s not stated anywhere that ' s it ' s used .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	395.0	didn ' t purchase from amazon but i can not believe these laptops have 5 stars .	-1,-1; 	-1,-1:[5,6 COMPANY#GENERAL 0 -1,-1, 12,13 LAPTOP#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	396.0	then one day , it stopped booting .	-1,-1; 	-1,-1:[-1,-1 OS#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	397.0	my daughter loves it and it will be a great tool to help her through nursing school .	2,3; 9,10; 	2,3:[-1,-1 LAPTOP#GENERAL 2 2,3]; 9,10:[-1,-1 LAPTOP#GENERAL 2 9,10]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	398.0	apparently apple isn ' t even trying anymore .	-1,-1; 	-1,-1:[1,2 COMPANY#GENERAL 0 -1,-1]; 	{ -1 -1,-1 1,2 ;}
laptop_quad_test	399.0	* very good battery life	2,3; 	2,3:[3,5 BATTERY#QUALITY 2 2,3]; 	{ 1 2,3 3,5 ;}
laptop_quad_test	400.0	it is not worth it .	2,4; 	2,4:[-1,-1 LAPTOP#GENERAL 0 2,4]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	401.0	i ' m still absolutely blown away how apple , a supposed industry leader , has such horrendous functionality .	17,18; 	17,18:[8,9 COMPANY#GENERAL 0 17,18]; 	{ -1 17,18 8,9 ; -1 17,18 18,19 ;}
laptop_quad_test	402.0	i purchased this notebook back in july and was initially happy with my purchase .	10,11; 	10,11:[3,4 LAPTOP#GENERAL 2 10,11]; 	{ 1 10,11 -1,-1 ;}
laptop_quad_test	403.0	after numerous calls , i then received confirmation the warranty was valid , but only as a _ one - off ' .	-1,-1; 	-1,-1:[9,10 WARRANTY#GENERAL 0 -1,-1]; 	{ 0 -1,-1 7,8 ;}
laptop_quad_test	404.0	asus , has a horrible reputation .	4,5; 	4,5:[0,1 COMPANY#GENERAL 0 4,5]; 	{ -1 4,5 0,1 ; -1 4,5 5,6 ;}
laptop_quad_test	405.0	my final verdict - it ' s somewhat solid as a device now that 6 months of updates and delays are behind us .	-1,-1; 	-1,-1:[11,12 LAPTOP#GENERAL 0 -1,-1]; 	{ 1 8,9 2,3 ;}
laptop_quad_test	406.0	bright enough for all uses , and 1080p is perfect - images are sharp .	0,1; 9,10; 	0,1:[7,8 DISPLAY#QUALITY 2 0,1]; 9,10:[7,8 DISPLAY#QUALITY 2 9,10]; 	{ 1 0,1 4,5 ;}
laptop_quad_test	407.0	- battery life is solid , right around what is claimed - probably 7 to 10 hours depending on variables such as screen brightness and how demanding you ' re being with it .	4,5; 	4,5:[1,3 BATTERY#QUALITY 2 4,5]; 	{ 1 4,5 1,3 ;}
laptop_quad_test	408.0	- touchscreen is responsive enough for gaming .	3,4; 	3,4:[1,2 DISPLAY#DESIGN_FEATURES 2 3,4]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	409.0	i absolutely imagine chrome apps picking up drastically in quality and quantity now , since it seems like chrome os is really coming into its own this year .	-1,-1; 	-1,-1:[3,5 SOFTWARE#QUALITY 2 -1,-1]; 	{ 1 -1,-1 3,5 ;}
laptop_quad_test	410.0	- in tablet mode , the screen looks too _ tall ' to feel natural ( see the attached picture ) .	-1,-1; 	-1,-1:[6,7 DISPLAY#DESIGN_FEATURES 1 -1,-1]; 	{ -1 8,9 6,7 ;}
laptop_quad_test	411.0	this screen ratio makes it look great in desktop mode .	6,7; 	6,7:[1,3 DISPLAY#DESIGN_FEATURES 2 6,7]; 	{ 1 6,7 1,3 ;}
laptop_quad_test	412.0	after 3 months of use the unit will no longer charge .	-1,-1; 	-1,-1:[6,7 POWER_SUPPLY#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 6,7 ;}
laptop_quad_test	413.0	if it is indeed a software thing and it ' s fixed , i would highly recommend this device .	16,17; 	16,17:[18,19 LAPTOP#GENERAL 2 16,17]; 	{ 1 -1,-1 18,19 ;}
laptop_quad_test	414.0	second issue is with scaling of the ui .	-1,-1; 	-1,-1:[7,8 SOFTWARE#DESIGN_FEATURES 0 -1,-1]; 	{ -1 -1,-1 4,5 ;}
laptop_quad_test	415.0	the screen itself is hd 1080p but most ui elements don ' t look good in this resolution .	11,15; 	11,15:[8,10 SOFTWARE#DESIGN_FEATURES 0 11,15]; 	{ -1 -1,-1 1,2 ;}
laptop_quad_test	416.0	unless the app is specifically designed to access google drive files , the app has no way to read and save files directly to the cloud .	-1,-1; 	-1,-1:[13,14 SOFTWARE#DESIGN_FEATURES 0 -1,-1, -1,-1 SOFTWARE#DESIGN_FEATURES 0 -1,-1]; 	{ -1 -1,-1 13,14 ;}
laptop_quad_test	417.0	_ great battery life .	1,2; 	1,2:[2,4 BATTERY#QUALITY 2 1,2]; 	{ 1 1,2 2,4 ;}
laptop_quad_test	418.0	_ volume is incredibly low .	4,5; 	4,5:[-1,-1 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 4,5]; 	{ -1 4,5 -1,-1 ;}
laptop_quad_test	419.0	i would like a quick fix but have not found one that would allow me to consider keeping this beautiful asus chromebook .	19,20; 	19,20:[20,22 LAPTOP#DESIGN_FEATURES 2 19,20]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	420.0	then i one night i plugged it in and woke up to a dead chromebook .	13,14; 	13,14:[14,15 LAPTOP#GENERAL 0 13,14]; 	{ -1 13,14 14,15 ;}
laptop_quad_test	421.0	it ' s too heavy to really use as a tablet .	4,5; 	4,5:[10,11 LAPTOP#PORTABILITY 0 4,5]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	422.0	transfer speeds ( lan to nas ) were miserably slow ( 10 - 30mbps ) .	9,10; 	9,10:[-1,-1 PORTS#OPERATION_PERFORMANCE 0 9,10]; 	{ -1 8,9 0,2 ;}
laptop_quad_test	423.0	it was perfect with no backlight bleed , no shimmery matte texture , no uneven backlight , no dead / stuck pixels .	2,3; 	2,3:[-1,-1 DISPLAY#GENERAL 2 2,3]; 	{ 1 2,3 -1,-1 ;}
laptop_quad_test	424.0	this product was fantastic - - great build quality , screen resolution , keyboard - - until one day it stopped turning on .	3,4; 6,7; -1,-1; 	3,4:[1,2 LAPTOP#GENERAL 2 3,4]; 6,7:[7,9 LAPTOP#QUALITY 2 6,7, 10,12 DISPLAY#GENERAL 2 6,7, 13,14 KEYBOARD#GENERAL 2 6,7]; -1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	425.0	i ' ve been repairing products for years and it was clear this was a power _ supply issue .	-1,-1; 	-1,-1:[15,19 POWER_SUPPLY#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	426.0	if this device weren ' t nearly $ 500 i might expect it to only last a year , but at this price point it ' s unacceptable .	27,28; 	27,28:[2,3 LAPTOP#QUALITY 0 27,28]; 	{ -1 27,28 -1,-1 ;}
laptop_quad_test	427.0	some of the things i wanted to do with this notebook were limited by the os .	-1,-1; 	-1,-1:[15,16 OS#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	428.0	the laptop was great , lightweight , booted fast , simple to use .	3,4; 5,6; 8,9; 10,11; 	3,4:[1,2 LAPTOP#GENERAL 2 3,4]; 5,6:[1,2 LAPTOP#DESIGN_FEATURES 2 5,6]; 8,9:[1,2 LAPTOP#OPERATION_PERFORMANCE 2 8,9]; 10,11:[1,2 LAPTOP#USABILITY 2 10,11]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	429.0	even just this last month it still rates ( on several tech sites ) as one of the best overall chromebook lines to get .	18,19; 	18,19:[20,21 LAPTOP#GENERAL 2 18,19]; 	{ 1 18,19 20,22 ;}
laptop_quad_test	430.0	the asus customer service people are rude and have no answers .	6,7; 	6,7:[1,5 SUPPORT#QUALITY 0 6,7]; 	{ -1 -1,-1 4,5 ;}
laptop_quad_test	431.0	things were fine until the unit stopped charging .	2,3; -1,-1; 	2,3:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 2 2,3]; -1,-1:[-1,-1 POWER_SUPPLY#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 5,6 ;}
laptop_quad_test	432.0	this is the problem with companies today .	-1,-1; 	-1,-1:[5,6 COMPANY#GENERAL 0 -1,-1]; 	{ -1 3,4 -1,-1 ;}
laptop_quad_test	433.0	asus customer service sucks .	3,4; 	3,4:[0,3 SUPPORT#GENERAL 0 3,4]; 	{ -1 -1,-1 0,3 ;}
laptop_quad_test	434.0	i call customer service , first they argue and say customer damage then to try and placate me they say they have an adp accidental damage and protection plan one time for one year .	-1,-1; 	-1,-1:[2,4 SUPPORT#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 2,3 ;}
laptop_quad_test	435.0	it is a beautiful , well built laptop .	3,4; 5,6; 	3,4:[7,8 LAPTOP#DESIGN_FEATURES 2 3,4]; 5,6:[7,8 LAPTOP#DESIGN_FEATURES 2 5,6]; 	{ 1 -1,-1 7,8 ;}
laptop_quad_test	436.0	that ' s nutty for an expensive premium product .	3,4; 6,7; 	3,4:[8,9 LAPTOP#OPERATION_PERFORMANCE 0 3,4]; 6,7:[8,9 LAPTOP#PRICE 0 6,7]; 	{ -1 6,7 7,9 ;}
laptop_quad_test	437.0	asus what the heck were you thinking when you designed this product ?	-1,-1; 	-1,-1:[0,1 COMPANY#GENERAL 0 -1,-1]; 	{ -1 3,4 -1,-1 ;}
laptop_quad_test	438.0	i seriously love the product but i may have to return it .	2,3; -1,-1; 	2,3:[4,5 LAPTOP#GENERAL 2 2,3]; -1,-1:[4,5 LAPTOP#GENERAL 0 -1,-1]; 	{ 1 -1,-1 4,5 ;}
laptop_quad_test	439.0	now i only leave it charging until it ' s full but the battery time is still decreasing .	-1,-1; 	-1,-1:[13,14 BATTERY#QUALITY 0 -1,-1]; 	{ -1 -1,-1 13,15 ;}
laptop_quad_test	440.0	very impressed with my first chromebook .	1,2; 	1,2:[5,6 LAPTOP#GENERAL 2 1,2]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	441.0	i don ' t use it as much in tablet mode as i thought as it is a little heavy when in that configuration .	19,20; 	19,20:[9,11 LAPTOP#PORTABILITY 0 19,20]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	442.0	i had high hopes for this tablet / computer based on customer reviews .	2,3; 	2,3:[6,9 LAPTOP#GENERAL 2 2,3]; 	{ -1 -1,-1 3,4 ;}
laptop_quad_test	443.0	google docs work fine .	3,4; 	3,4:[0,2 SOFTWARE#OPERATION_PERFORMANCE 2 3,4]; 	{ 1 3,4 0,2 ;}
laptop_quad_test	444.0	a chromebook does most of what i need , except gaiming .	-1,-1; 	-1,-1:[1,2 LAPTOP#GENERAL 2 -1,-1]; 	{ 1 -1,-1 1,2 ;}
laptop_quad_test	445.0	second , and most annoying , it would not identify my printer in cloud print .	4,5; 	4,5:[-1,-1 PORTS#OPERATION_PERFORMANCE 0 4,5]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	446.0	so , guess i ' m screwed , because now after 6 months my tpm is no longer working and the whole computer is useless .	-1,-1; 24,25; 	-1,-1:[14,15 HARD_DISC#OPERATION_PERFORMANCE 0 -1,-1]; 24,25:[22,23 LAPTOP#OPERATION_PERFORMANCE 0 24,25]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	447.0	product is sturdy , lightweight , fast , and the battery runtime was as advertised !	2,3; 4,5; 6,7; -1,-1; 	2,3:[0,1 LAPTOP#DESIGN_FEATURES 2 2,3]; 4,5:[0,1 LAPTOP#DESIGN_FEATURES 2 4,5]; 6,7:[0,1 LAPTOP#OPERATION_PERFORMANCE 2 6,7]; -1,-1:[10,12 BATTERY#QUALITY 2 -1,-1]; 	{ 1 2,3 0,1 ;}
laptop_quad_test	448.0	i had to buy a mouse because the touchpad is very sticky .	11,12; 	11,12:[8,9 KEYBOARD#DESIGN_FEATURES 0 11,12]; 	{ -1 11,12 8,9 ;}
laptop_quad_test	449.0	not at all pleasant to use also , the screen quality is just so - so .	0,4; 13,16; 	0,4:[-1,-1 LAPTOP#GENERAL 0 0,4]; 13,16:[9,11 DISPLAY#QUALITY 1 13,16]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	450.0	and not buy any asus product again	-1,-1; 	-1,-1:[4,6 COMPANY#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	451.0	the third one is ok but has a dead pixel .	4,5; 	4,5:[-1,-1 LAPTOP#GENERAL 1 4,5]; 	{ -1 8,9 9,10 ;}
laptop_quad_test	452.0	i ' ve contacted amazon and asus and no response .	-1,-1; 	-1,-1:[4,5 SUPPORT#GENERAL 0 -1,-1, 6,7 SUPPORT#GENERAL 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	453.0	this piece of crap won ' t hold a wifi signal or has a really weak signal .	-1,-1; 	-1,-1:[3,4 LAPTOP#CONNECTIVITY 0 -1,-1]; 	{ -1 15,16 1,2 ; -1 15,16 16,17 ;}
laptop_quad_test	454.0	several of my chrome extensions perform poorly and have to be disabled altogether which degrades my work production experience .	6,7; 	6,7:[3,5 SOFTWARE#OPERATION_PERFORMANCE 0 6,7]; 	{ -1 -1,-1 3,5 ;}
laptop_quad_test	455.0	however , 1 ) the speakers on this thing are horrible .	10,11; 	10,11:[5,6 MULTIMEDIA_DEVICES#GENERAL 0 10,11]; 	{ -1 10,11 -1,-1 ;}
laptop_quad_test	456.0	battery life is not good .	3,5; 	3,5:[0,2 BATTERY#GENERAL 0 3,5]; 	{ -1 -1,-1 0,2 ;}
laptop_quad_test	457.0	but screen is very weird .	4,5; 	4,5:[1,2 DISPLAY#GENERAL 0 4,5]; 	{ -1 4,5 1,2 ;}
laptop_quad_test	458.0	the intel m3 processor is amazing , this thing can do a ton of multi - tasking and the google play store is nice to have , the android apps variants trump the chromebook pre - loaded apps .	5,6; 23,24; -1,-1; 	5,6:[1,4 CPU#OPERATION_PERFORMANCE 2 5,6]; 23,24:[19,22 SOFTWARE#GENERAL 2 23,24]; -1,-1:[28,30 SOFTWARE#OPERATION_PERFORMANCE 2 -1,-1]; 	{ 1 5,6 1,4 ;}
laptop_quad_test	459.0	a great chromebook , but stopped charging in 3 months .	1,2; -1,-1; 	1,2:[2,3 LAPTOP#GENERAL 2 1,2]; -1,-1:[2,3 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	460.0	i was really excited to purchase this product because it was more affordable .	3,4; 12,13; 	3,4:[7,8 LAPTOP#GENERAL 2 3,4]; 12,13:[7,8 LAPTOP#PRICE 2 12,13]; 	{ 1 12,13 7,8 ;}
laptop_quad_test	461.0	chromebooks are cool , but they dont last at all .	2,3; -1,-1; 	2,3:[0,1 LAPTOP#DESIGN_FEATURES 2 2,3]; -1,-1:[0,1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 0,1 ;}
laptop_quad_test	462.0	hey this machine is extremely useable and functionable .	5,6; 7,8; 	5,6:[2,3 LAPTOP#USABILITY 2 5,6]; 7,8:[2,3 LAPTOP#OPERATION_PERFORMANCE 2 7,8]; 	{ 1 -1,-1 2,3 ;}
laptop_quad_test	463.0	battery no longer charging .	-1,-1; 	-1,-1:[0,1 BATTERY#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	464.0	furthermore , the file system is extremely complicated to use .	7,8; 	7,8:[3,5 OS#USABILITY 0 7,8]; 	{ -1 -1,-1 3,4 ;}
laptop_quad_test	465.0	the display panel on the machine i received is warped .	9,10; 	9,10:[1,4 DISPLAY#QUALITY 0 9,10]; 	{ -1 9,10 1,3 ;}
laptop_quad_test	466.0	half the time it doesn ' t want to turn on and just flashes .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	467.0	the machine looks great from the hardware point , but the whole concept of chrome os and cloud applications sucks .	3,4; 19,20; 	3,4:[1,2 LAPTOP#GENERAL 2 3,4, 6,7 HARDWARE#DESIGN_FEATURES 2 3,4]; 19,20:[14,16 OS#GENERAL 0 19,20, 17,19 SOFTWARE#GENERAL 0 19,20]; 	{ -1 -1,-1 12,13 ;}
laptop_quad_test	468.0	in the middle of using , it rebooted , then went into an endless boot loop , so i tried to reset it to factory default , now it says chrome os is missing or damaged .	-1,-1; 	-1,-1:[30,32 OS#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 30,32 ;}
laptop_quad_test	469.0	the screen hinge feels weak .	4,5; 	4,5:[1,3 HARDWARE#DESIGN_FEATURES 0 4,5]; 	{ -1 4,5 1,2 ;}
laptop_quad_test	470.0	screen is average by 2017 standards .	2,3; 	2,3:[0,1 DISPLAY#QUALITY 1 2,3]; 	{ 0 -1,-1 0,1 ;}
laptop_quad_test	471.0	the chromebook is brilliant overall .	3,4; 	3,4:[1,2 LAPTOP#GENERAL 2 3,4]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	472.0	google provides zeros customer support related to the os .	-1,-1; 	-1,-1:[3,5 SUPPORT#GENERAL 0 -1,-1, 0,1 SUPPORT#GENERAL 0 -1,-1]; 	{ 1 4,5 0,1 ; 1 4,5 3,4 ;}
laptop_quad_test	473.0	horrible product .	0,1; 	0,1:[1,2 LAPTOP#GENERAL 0 0,1]; 	{ -1 0,1 1,2 ;}
laptop_quad_test	474.0	tech support is no help unless you are willing to part with your computer for months without guarantee of return .	3,5; 	3,5:[0,2 SUPPORT#GENERAL 0 3,5]; 	{ -1 -1,-1 4,5 ; -1 -1,-1 1,2 ;}
laptop_quad_test	475.0	i am having a very difficult time with this chromebook .	5,6; 	5,6:[9,10 LAPTOP#GENERAL 0 5,6]; 	{ -1 5,6 -1,-1 ;}
laptop_quad_test	476.0	it freezes constantly and needs to be shut off to start again .	-1,-1; 	-1,-1:[-1,-1 LAPTOP#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	477.0	the microphone does not work with regular speaker .	-1,-1; 	-1,-1:[1,2 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 -1,-1, 7,8 MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE 0 -1,-1]; 	{ -1 -1,-1 1,2 ;}
laptop_quad_test	478.0	the tablet mode is horribly integrated with the os and applications .	4,5; 	4,5:[1,3 LAPTOP#GENERAL 0 4,5, 8,9 OS#GENERAL 0 4,5, 10,11 SOFTWARE#GENERAL 0 4,5]; 	{ -1 4,5 1,3 ;}
laptop_quad_test	479.0	i tried returning the second one bu it does n ' t give me the option to return it .	-1,-1; 	-1,-1:[-1,-1 SUPPORT#GENERAL 0 -1,-1]; 	{ -1 -1,-1 15,16 ;}
laptop_quad_test	480.0	this is nothing more than an okay laptop to get you through basic work activities .	6,7; 	6,7:[7,8 LAPTOP#GENERAL 2 6,7]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	481.0	overall it ' s one of the nicest chrombooks out there .	7,8; 	7,8:[8,9 LAPTOP#GENERAL 2 7,8]; 	{ 1 -1,-1 -1,-1 ;}
laptop_quad_test	482.0	however , mine came with an annoying trackpad .	6,7; 	6,7:[7,8 KEYBOARD#GENERAL 0 6,7]; 	{ -1 6,7 7,8 ;}
laptop_quad_test	483.0	the top metal monitor casing seems to be soft and bendable .	8,9; 10,11; 	8,9:[1,5 HARDWARE#DESIGN_FEATURES 0 8,9]; 10,11:[1,5 HARDWARE#DESIGN_FEATURES 0 10,11]; 	{ 1 -1,-1 2,5 ;}
laptop_quad_test	484.0	mine arrived with the metal screen casing slightly bent , i can easily bend it back , not sure about the durability of this thing in the long term .	8,9; 	8,9:[4,7 DISPLAY#QUALITY 0 8,9]; 	{ -1 -1,-1 21,22 ;}
laptop_quad_test	485.0	however , shortly after i received it , a buzzing sound started coming out of the right side usb port .	-1,-1; 	-1,-1:[18,20 PORTS#QUALITY 0 -1,-1]; 	{ -1 -1,-1 -1,-1 ;}
laptop_quad_test	486.0	so chromebook with some manufacturing issues + bad customer service	-1,-1; 7,8; 	-1,-1:[1,2 LAPTOP#GENERAL 0 -1,-1]; 7,8:[8,10 SUPPORT#GENERAL 0 7,8]; 	{ -1 -1,-1 4,5 ;}
laptop_quad_test	487.0	they 1080 screen makes the fonts to small for this size screen .	-1,-1; 	-1,-1:[2,3 DISPLAY#DESIGN_FEATURES 0 -1,-1]; 	{ -1 -1,-1 2,3 ;}
laptop_quad_test	488.0	i find the chromium os to be very limiting and would not recommend it over a cheap windows pc .	8,9; 11,13; 16,17; 	8,9:[3,5 OS#GENERAL 0 8,9]; 11,13:[17,19 LAPTOP#PRICE 0 11,13]; 16,17:[17,19 LAPTOP#PRICE 0 16,17]; 	{ -1 16,17 17,19 ;}
laptop_quad_test	489.0	the keyboard is fantastic , but it ' s just a keyboard .	3,4; 	3,4:[1,2 KEYBOARD#GENERAL 2 3,4]; 	{ 1 3,4 1,2 ;}
laptop_quad_test	490.0	the touchpad is also some strange off color plastic .	5,6; 	5,6:[1,2 KEYBOARD#DESIGN_FEATURES 0 5,6]; 	{ -1 -1,-1 1,2 ; -1 -1,-1 6,8 ;}
laptop_quad_test	491.0	1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .	2,3; 6,7; 7,8; 	2,3:[3,4 KEYBOARD#OPERATION_PERFORMANCE 0 2,3]; 6,7:[3,4 KEYBOARD#OPERATION_PERFORMANCE 0 6,7]; 7,8:[3,4 KEYBOARD#OPERATION_PERFORMANCE 0 7,8]; 	{ -1 2,3 3,4 ;}
laptop_quad_test	492.0	i then noticed a dead pixel on the screen .	-1,-1; 	-1,-1:[8,9 DISPLAY#QUALITY 0 -1,-1]; 	{ -1 4,5 5,6 ;}
laptop_quad_test	493.0	however , if you want a really speedy chromebook , it ' s great .	7,8; 13,14; 	7,8:[8,9 LAPTOP#OPERATION_PERFORMANCE 2 7,8]; 13,14:[8,9 LAPTOP#OPERATION_PERFORMANCE 2 13,14]; 	{ 1 13,14 7,9 ;}
